,Area Name,Pin Code,Latitude,Longitude
206,Moti Nagar,110015,28.656720000000064,77.12960000000004
207,Malviya Nagar,110017,28.53394000000003,77.20702000000006
208,Mahabir Nagar,110018,28.636840000000063,77.08195000000006
209,Major Bhupinder Singh Nag,110018,28.656840000000045,77.23603000000008
210,Malcha Marg,110021,28.601598034915718,77.18569710097528
211,Moti Bagh,110021,28.583620000000053,77.16474000000005
212,Mehrau;I,110030,28.521130000000028,77.18017000000003
213,Mansarover Park,110032,28.678230000000042,77.29601000000008
214,Mukerjee Nagar,110033,28.710530000000063,77.21440000000007
215,Model Town A Block,110033,28.699560000000076,77.18795000000006
216,Model Town Ii,110033,28.70670000000007,77.19316000000003
217,Multani Mohalla,110034,28.65763000000004,77.26343000000008
218,Masjidmoth Phase Ii,110048,28.540500000000065,77.23386000000005
219,Masjid Moth Extn,110049,28.563640000000078,77.21715000000006
220,Maujpur,110053,28.689464321765207,77.27820746731882
221,Maidens Hotel,110054,28.646090000000072,77.19712000000004
222,Multani Dhanda,110055,28.64713000000006,77.21142000000003
223,Munirka,110057,28.555040000000076,77.17132000000004
224,Madangir,110062,28.521880000000067,77.23409000000004
225,Madipur,110063,28.673460000000034,77.11820000000006
226,Mayapuri Shopping Centre,110064,28.627380000000073,77.12176000000005
227,Mayapuri,110064,28.62334000000004,77.12096000000008
228,Mangolpuri Block S,110083,28.690540000000055,77.08314000000007
229,Mangolpuri Block A,110083,28.69309000000004,77.09366000000006
230,Mangolpuri Block 1,110083,28.69413000000003,77.08659000000006
231,Mangolpuri,110083,28.69247000000007,77.08765000000005
232,North Avenue,110001,28.619856016120405,77.19947247317931
233,New Delhi G P O,110001,28.535450000000026,77.27871000000005
234,Nidhi,110002,28.57785000000007,77.23164000000008
235,Nirman Bhawan,110011,28.610640000000046,77.21390000000008
236,N P Laboratories,110012,29.538650000000075,75.70781000000005
237,North Industrial Area,110015,28.664690000000064,77.15800000000007
238,N I E Compus,110016,28.63295000000005,77.27970000000005
239,Nehru Place,110019,28.55078000000003,77.25549000000007
240,Nanakpura,110021,28.622880000000066,77.11337000000003
241,Netaji Nagar,110023,28.57746000000003,77.18517000000008
242,Najafgarh Road,110027,28.66587204836224,77.16148866185752
243,Naraina Vihar,110028,28.629760000000033,77.13312000000008
244,Naraina,110028,28.631490000000042,77.13713000000007
245,Naraina Industrial Estate,110028,28.632900000000063,77.13862000000006
246,Nauroji Nagar,110029,28.569430000000068,77.19747000000007
247,New Seemapuri,110032,28.689400000000035,77.32791000000003
248,New Sabzi Mandi,110033,28.67494000000005,77.28856000000007
249,Nirankari Colony,110033,28.72063000000003,77.20849000000004
250,Nangli Poona,110036,28.776560000000075,77.14513000000005
251,Narela Town,110040,28.83979000000005,77.07697000000007
252,Narela,110040,28.83979000000005,77.07697000000007
253,Nagloi,110041,28.68360000000007,77.04182000000003
254,Nangloi Phase Iii,110041,28.74682000000007,77.12659000000008
255,Najafgarh,110043,28.62510000000003,76.99740000000008
256,Nangal Rava,110046,28.606102799300665,77.1083838611285
257,N Block Greater,110048,28.55690000000004,77.23277000000007
258,Nimri,110052,28.54863000000006,77.21276000000006
259,New Rajinder Nagar,110060,28.633505037815077,77.17386507763243
260,Nehru Nagar,110065,28.663950000000057,77.16613000000007
261,Nand Nagri A Block,110093,28.700330000000065,77.30992000000003
262,Nand Nagri,110093,28.696710000000053,77.30385000000007
263,Nathu Colony,110093,28.6894873743945,77.29910599934436
264,Oberei Intercontinental,110003,28.64796000000007,77.24027000000007
265,Organisation,110012,28.628030000000024,77.22556000000003
266,Okhla Industrial Estate,110020,28.52387164933617,77.27646746912384
267,Onkar Nagar,110035,28.674410000000023,77.16048000000006
268,Parliament House,110001,28.617710000000045,77.20884000000007
269,Patiala House,110001,28.630030000000033,77.22035000000005
270,Parliament Street H O,110001,28.625460000000032,77.21423000000004
271,Pragati Maidan,110001,28.61253000000005,77.24509000000006
